type,count
IN00A061,2
INXXX235,2
vPR9_b,2
IN08B038,2
MNhm43,2
IN13B020,2
IN06A014,2
INXXX256,2
IN06A035,2
SNpp05,2
MNnm11,2
ANXXX157,2
INXXX206,2
IN17B001,2
IN06A021,2
INXXX300,2
IN04B014,2
INXXX035,2
IN12A034,2
MNad35,2
INXXX249,2
IN08B035,2
IN04B058,2
EN00B003,2
IN06A067_b,2
IN03B038,2
IN16B034,2
IN18B045_b,2
IN01B051_b,2
IN07B032,2
MNnm10,2
IN13B103,2
IN04B038,2
INXXX472,2
IN03A063,2
IN01A044,2
IN18B039,2
IN04B099,2
INXXX339,2
INXXX379,2
IN17A039,2
IN20A.22A063,2
IN17A074,2
MNad36,2
TN1a_e,2
IN12A048,2
IN13B104,2
IN08A012,2
IN08A010,2
IN17B008,2
MNnm09,2
TN1a_i,2
IN17B017,2
INXXX403,2
IN03A026_a,2
IN04B055,2
INXXX335,2
IN17A027,2
IN13B043,2
INXXX140,2
IN12A029_b,2
INXXX294,2
INXXX138,2
IN09A035,2
IN02A024,2
hg2 MN,2
IN16B068_a,2
INXXX241,2
IN06A034,2
IN09B048,2
IN12A053_b,2
IN13B067,2
IN01A037,2
IN11A013,2
IN09B018,2
IN08B029,2
TN1a_c,2
IN04B049_c,2
INXXX423,2
IN04B049_a,2
IN04B054_a,2
TN1a_a,2
ANXXX318,2
IN17A057,2
IN06A023,2
IN04B043_b,2
MNhl29,2
IN03A062_a,2
IN01A022,2
IN16B040,2
IN06A121,2
IN08B051_b,2
IN12A029_a,2
INXXX333,2
INXXX266,2
SNxx09,2
IN18B027,2
IN21A027,2
IN06A046,2
IN14A062,2
IN13A074,2
FNM2,2
IN01B023_c,2
IN12B037_a,2
IN23B092,2
INXXX214,2
ADNM2 MN,2
INXXX282,2
AN27X019,2
IN06A043,2
IN05B051,2
INXXX251,2
IN06A018,2
INXXX224,2
IN13B073,2
IN18B040,2
IN06A049,2
IN16B072,2
INXXX275,2
IN01A052_a,2
IN14A085_b,2
IN07B053,2
IN03A042,2
INXXX359,2
IN11A047,2
IN02A021,2
IN14A040,2
IN04B083,2
IN03A050,2
INXXX304,2
IN04B047,2
IN11B011,2
IN08B045,2
IN19B053,2
INXXX204,2
IN12A052_a,2
IN03A062_h,2
INXXX388,2
IN01B083_a,2
IN03B076,2
MNhl88,2
INXXX419,2
MNad26,2
IN18B036,2
IN12A031,2
IN13B024,2
IN18B046,2
IN11A049,2
IN19B047,2
IN04B056,2
IN00A034,2
IN19A060_a,2
IN08B075,2
IN07B083_d,2
IN12B037_b,2
IN21A062,2
IN08B073,2
hi1 MN,2
IN01A026,2
IN14A104,2
IN04B049_b,2
IN12B070,2
IN27X003,2
INXXX337,2
MNad32,2
IN23B067_b,2
IN08B033,2
AN27X011,2
IN19B041,2
IN12B063_a,2
IN04B035,2
INXXX284,2
IN17A033,2
IN03A062_f,2
IN13B099,2
IN06A016,2
IN06A055,2
INXXX233,2
IN06B025,2
INXXX357,2
IN19A088_d,2
IN00A032,2
IN19A069_b,2
SNta02,2
IN14A091,2
INXXX276,2
IN08B083_c,2
IN13B049,2
IN07B059,2
IN12A063_e,2
TN1c_d,2
ENXXX128,2
IN08B083_b,2
IN03B051,2
IN05B011b,2
MNad46,2
IN06A039,2
IN07B047,2
IN16B075,2
MNad44,2
IN01B015,2
IN05B080,2
IN06A056,2
IN01A060,2
IN12B079_a,2
INXXX390,2
SNxx24,2
IN12A043_a,2
IN09A041,2
IN14A059,2
IN16B075_e,2
IN16B075_g,2
IN06A069,2
IN06A037,2
IN03B037,2
IN06A036,2
IN01B031_b,2
INXXX345,2
IN06A073,2
IN23B067_c,2
MNad24,2
IN19B069,2
INXXX412,2
IN11A035,2
IN23B034,2
IN00A059,2
IN13B038,2
IN04B069,2
INXXX336,2
IN06A051,2
IN05B084,2
vMS12_e,2
INXXX347,2
IN01B019_b,2
IN17A098,2
IN12B037_c,2
IN13B061,2
MNnm14,2
IN11A042,2
IN13B041,2
IN06A048,2
IN01A057,2
INXXX393,2
IN12B063_b,2
IN13A026,2
IN16B057,2
MNad69,2
IN12B046,2
IN23B044,2
IN06A058,2
IN06A067_a,2
IN18B045_c,2
IN06A047,2
IN19A047,2
IN08B076,2
MNad31,2
IN04B073,2
IN11A037_a,2
IN19A074,2
MNad47,2
IN06A085,2
IN16B038,2
IN17A056,2
IN17A067,2
IN16B122,2
IN12B044_a,2
IN05B087,2
INXXX343,2
SNxx31,2
IN06A045,2
IN12A060_a,2
IN12A057_b,2
IN18B049,2
IN01A052_b,2
IN11A032_c,2
IN18B044,2
IN23B071,2
MNhl01,2
IN13B051,2
IN05B074,2
MNad28,2
IN19A109_b,2
IN06A076_a,2
IN13B077,2
IN02A032,2
IN11A037_b,2
IN05B064_a,2
IN19B072,2
IN19B083,2
IN06A067_c,2
IN03A072,2
IN13A033,2
IN14A099,2
MNad56,2
IN23B067_a,2
IN05B072_b,2
IN21A047_b,2
IN01A080_c,2
IN12B044_b,2
IN08B051_e,2
IN14A022,2
IN00A052,2
IN16B075_a,2
IN17A075,2
IN14A030,2
IN19A060_b,2
IN16B100_b,2
IN17A107,2
IN12B083,2
IN04B052,2
IN01B023_b,2
INXXX374,2
IN21A047_c,2
IN03A090,2
MNad45,2
IN06A084,2
MNad43,2
IN20A.22A040,2
IN01A063_c,2
IN17A072,2
IN18B041,2
IN03A076,2
IN06A081,2
IN12B037_d,2
IN08B090,2
IN17A084,2
IN03A079,2
IN16B068_c,2
IN06A123,2
IN00A066,2
IN17A092,2
IN19B062,2
IN23B055,2
IN19A069_a,2
IN12A059_b,2
IN16B068_b,2
IN07B045,2
IN21A047_a,2
IN23B042,2
IN06A067_e,2
IN06A040,2
IN16B075_d,2
MNad57,2
IN16B119,2
INXXX391,2
IN17A077,2
IN12B037_e,2
IN23B067_d,2
EN00B011,2
IN13B039,2
IN20A.22A027,2
SNpp13,2
IN07B076_d,2
IN21A052,2
IN05B086,2
IN12B066_d,2
IN09A051,2
IN01B036,2
IN17A106_a,2
IN23B075,2
IN02A041,2
SNpp26,2
IN14A079,2
IN12A059_d,2
INXXX444,2
IN11B024_a,2
IN01B023_d,2
IN12B082,2
IN12A059_f,2
IN01B059_a,2
IN11A027_a,2
IN12B044_c,2
IN02A037,2
IN01B027_c,2
IN13B053,2
IN01B048_b,2
IN12A059_g,2
IN16B066,2
IN12B066_e,2
IN07B083_c,2
IN13A039,2
IN08A044,2
IN21A050,2
IN23B079,2
IN01B048_a,2
IN01A080_b,2
IN01A063_a,2
IN14A057,2
IN06A032,2
IN11A041,2
IN16B095,2
IN16B087,2
IN07B092_b,2
IN12A050_a,2
IN19B105,2
IN09A056,2
IN01B030,2
IN01B037_a,2
IN16B075_c,2
IN13B066,2
IN01B050_a,2
IN06A078,2
IN19A088_a,2
IN16B120,2
IN12B079_d,2
IN16B047,2
IN17A097,2
IN03A095,2
IN01B027_f,2
IN04B043_a,2
IN12A059_a,2
IN14A065,2
IN06A067_d,2
IN06A114,2
IN01B057,2
IN01B031_a,2
IN12A060_b,2
IN14A121_a,2
INXXX420,2
IN12B085,2
IN14A063,2
IN13B072,2
IN16B075_b,2
hiii2 MN,2
IN16B048,2
IN23B080,2
IN01B050_b,2
IN02A031,2
IN23B050,2
IN12A055,2
IN21A090,2
IN16B094,2
IN01B068,2
IN16B050,2
IN11A026,2
ENXXX286,2
IN03A049,2
IN12B066_f,2
IN09A059,2
IN17A095,2
IN14A121_b,2
IN01A072,2
IN23B094,2
IN14A085_a,2
IN16B117,2
IN11A032_b,2
IN08A042,2
IN13B084,2
SNpp36,2
IN20A.22A057,2
IN11A027_b,2
MNhl87,2
IN01B027_e,2
IN01A080_a,2
IN14A098,2
MNxm02,2
EN00B027,2
IN01B055,2
IN19A104,2
IN08A025,2
IN12B060,2
IN13A065,2
IN17A100,2
IN21A064,2
IN21A043,2
IN01A062_b,2
IN21A098,2
IN16B104,2
IN09A067,2
IN16B115,2
IN21A074,2
IN19B088,2
IN09A065,2
IN13A064,2
INXXX401,2
IN13B082,2
IN01B069_a,2
IN17A104,2
IN21A039,2
IN06A107,2
IN06A076_c,2
IN12A046_b,2
IN13B089,2
IN12B044_d,2
IN19A080,2
IN01B066,2
MNad55,2
INXXX456,2
IN21A066,2
IN14A103,2
IN06A127,2
IN04B115,2
IN19A091,2
IN01B044_a,2
IN02A053,2
IN21A060,2
IN12B064,2
IN21A081,2
IN19B097,2
IN06B062,2
"IN21A091, IN21A092",2
IN12B050,2
IN17A103,2
IN02A056_c,2
MNxm03,2
IN21A111,2
IN01B045,2
IN12B066_a,2
IN02A056_b,2
IN12A046_a,2
IN14A047,2
IN09A084,2
IN12B090,2
IN01B083_b,2
IN19B064,2
IN01B035,2
IN19A109_a,2
IN01B077_b,2
IN09A062,2
IN01B077_a,2
IN05B093,2
IN07B083_a,2
IN06A120_b,2
SNxx32,2
IN21A040,2
IN01A083_a,2
IN12A059_c,2
IN13B075,2
IN11B016_a,2
IN14A075,2
IN14A088,2
IN13B096_b,2
IN17A114,2
IN01A085,2
IN09A068,2
IN07B092_e,2
IN06A101,2
IN21A084,2
IN17A108,2
IN12B079_b,2
IN03B073,2
IN14A069,2
IN12B066_b,2
INXXX245,2
IN01B094,2
IN11B021_d,2
IN19A094,2
IN21A073,2
IN19A071,2
IN06A089,2
IN12A043_b,2
IN21A033,2
IN01B051_a,2
IN09A061,2
IN06A128,2
IN11B022_e,2
MNad29,2
IN02A051,2
IN09B052_b,2
IN12A063_d,2
IN04B072,2
IN14A064,2
SNpp27,2
IN11B022_b,2
IN13B102,2
IN09A075,2
IN14A116,2
IN01A087_a,2
IN09B052_a,2
IN02A065,2
IN18B056,2
IN03B086_c,2
IN21A109,2
"SNta21,SNta38",2
IN01A084,2
IN02A061,2
IN01B070,2
IN09B058,2
SNpp46,2
IN21A082,2
IN23B088,2
INXXX244,2
MNxm01,2
IN21A097,2
IN13B081,2
IN12B092,2
IN21A031,2
IN06A137,2
IN06A105,2
IN01A087_b,2
IN05B092,2
IN01B063,2
IN13A056,2
INXXX392,2
IN09B055,2
IN14A115,2
IN01B086,2
IN03B045,2
IN19A087,2
IN06A120_a,2
IN11B022_d,2
SApp07,2
IN19A083,2
IN06A120_c,2
SNpp22,2
IN12B091,2
MNml79,2
IN01B087,2
MNml77,2
IN01B093,2
IN21A072,2
IN01B085,2
SNpp54,2
INXXX053,2
IN14A101,2
IN14A117,2
INXXX219,2
INXXX023,2
INXXX340,2
INXXX238,2
INXXX240,2
IN21A047_e,2
IN16B113,2
IN12B037_f,2
IN02A011,2
IN21A075,2
IN02A014,2
IN14A016,2
IN21A055,2
AN05B036,2
IN13B015,2
IN14A070,2
IN04B019,2
IN21A047_f,2
INXXX317,2
IN06B088,2
IN04B042,2
IN01B044_b,2
IN06A002,2
IN16B075_h,2
IN13B068,2
INXXX119,2
IN01B023_a,2
IN03A025,2
IN16B075_i,2
TN1c_b,2
IN23B083,2
IN01B029,2
IN23B093,2
IN16B076,2
IN12A013,2
IN14A055,2
IN11A039,2
IN20A.22A083,2
IN02A028,2
IN14A033,2
IN11A027_c,2
IN00A060,2
IN19B092,2
IN16B124,2
IN01B047,2
INXXX292,2
IN19B055,2
IN07B076_a,2
IN21A057,2
IN19A112,2
IN21A070,2
IN06A074,2
IN19A069_c,2
IN21A095,2
IN21A059,2
EN00B025,2
IN13B040,2
MNhl60,2
SAD103,1
OA-VUMa8,1
GNG003,1
SAD096,1
AVLP606,1
AVLP083,1
GNG671,1
GNG001,1
GNG002,1
WED185,1
GNG323,1
VP2_adPN,1
GNG004,1
LoVP109,1
AVLP440,1
WED189,1
WED190,1
GNG299,1
SAD109,1
DNge149,1
DNge152,1
SAD091,1
GNG006,1
MeVP57,1
VES108,1
DNge150,1
AVLP030,1
GNG007,1
SAD092,1
PVLP046_unclear,1
GNG344,1
AVLP345_b,1
WED188,1
GNG545,1
AN05B007,1
DNg66,1
CB2086,1
GNG008,1
DNge151,1
AVLP607,1
CB0086,1
DNg55,1
GNG539,1
LoVP31,1
GNG347,1
AVLP605,1
GNG470,1
CB1920,1
GNG337,1
LPLC_unclear,1
EA00B007,1
CB4182,1
GNG340,1
GNG522,1
P1_2a/2b,1
CB4180,1
AN05B029,1
AN05B026,1
WED066,1
CB0154,1
CB3951,1
SIP090,1
CB2684,1
GNG528,1
CB2254,1
AN05B024,1
CB2549,1
CB2672,1
AVLP419,1
MeVP_unclear,1
CB0206,1
M_lvPNm27,1
MeVP64,1
SAD115,1
CB3679,1
GNG349,1
CB1698,1
Pm_unclear,1
CB1237,1
CB1193,1
PS247,1
GNG005,1
CB3951b,1
MeVC_unclear,1
CB4181,1
GNG297,1
AN06B015,1
AVLP427,1
GNG296,1
CB1125,1
GNG348,1
CB2036,1
PLP_TBD1,1
AVLP014,1
CB3071,1
CB0648,1
CB3933,1
CB3212,1
AN05B046,1
SLP459,1
SMP031,1
CB2439,1
KCg,1
AN08B099_i,1
CB2710,1
CB1348,1
LLPC_unclear,1
CB0927,1
CB2411,1
CB0738,1
CB2018,1
CB2802,1
CB2889,1
Y_unclear,1
CB2743,1
SMP526,1
GNG384,1
SLP173,1
Cm_unclear,1
SMP736,1
OLVp_unclear,1
GNG346,1
AN08B099_j,1
Tm3_unclear,1
LHAV2f2_a,1
CB3950b,1
PRW057,1
AN00A009,1
SIP020b,1
CB3638,1
CB1573,1
PS210,1
CB2577,1
AN05B067,1
CB0103,1
AN05B059,1
LAL004,1
FB3D,1
CB3789,1
CL12X,1
CB4040,1
TRN_VP3b,1
CB3008,1
ME_LOP_unclear,1
CB1650,1
CB2319,1
SA1_c,1
aMe_unclear,1
M_vPNml78,1
AN05B060,1
SLP307,1
CB4019,1
CB2328,1
CB0946,1
LopVC_unclear,1
CB2244,1
CB1274,1
CB3383,1
CB1926,1
CB3999,1
CL195,1
AN05B083,1
LHPV5a5,1
CB3984,1
CB2259,1
SMP522,1
T5a_unclear,1
AN08B035,1
CB1648,1
EA00B006,1
FB,1
AN00A002,1
CB1079,1
DNg01_unclear,1
AN07B097,1
CB3332,1
CB1607,1
CB3407,1
AN05B040,1
CB2660,1
AN05B017,1
AN05B027,1
LO_LOP_unclear,1
AN07B116,1
CB3162,1
CB0414,1
CB0813,1
AVLP603,1
FLA009m,1
CB2545,1
GNG298,1
CB1652,1
CB0987,1
GNG295,1
CB0683,1
CB1116,1
CB3084,1
WED013,1
CB3127,1
WED196,1
CB2202,1
CB2416,1
PRW004,1
AN05B010,1
IN06B001,1
IN03A021,1
EN00B001,1
IN13B105,1
INXXX257,1
INXXX034,1
IN06B021,1
IN00A003,1
EN00B002,1
IN00A005,1
IN23B027,1
EN00B018,1
EN00B020,1
IN23B082,1
IN04B093,1
IN00A008,1
IN19B037,1
IN21A036,1
IN11A009,1
IN08B039,1
IN00A055,1
INXXX376,1
IN23B051,1
mesVUM-MJ,1
IN00A013,1
IN05B072_c,1
IN04B021,1
INXXX383,1
IN00A037,1
EN00B012,1
IN05B082,1
IN00A044,1
IN05B077,1
IN07B093,1
IN19A060_e,1
IN00A064,1
IN12B021,1
IN04B109,1
IN16B096,1
IN17A106_b,1
IN03A061,1
IN23B096,1
IN16B123,1
IN17A109,1
IN14A084,1
EN00B019,1
IN17A087,1
IN19A079,1
IN14A054,1
IN17A113,1
IN01B101,1
IN10B034,1
EN00B017,1
IN03B094,1
IN17A091,1
IN17A119,1
IN08B105,1
IN07B073_f,1
IN13B071,1
IN13B100,1
IN17A102,1
IN14A041,1
IN19A101,1
IN13B094,1
IN21A071,1
IN01A089,1
EA00B022,1
IN17A105,1
IN19A126,1
IN17A115,1
IN21A065,1
IN17A096,1
IN06A133,1
IN03B068,1
IN19A076,1
SNch11,1
EN00B024,1
IN06A134,1
SNta24,1
IN19A118,1
IN01B102,1
IN19A115,1
MNml83,1
IN13B091,1
"SNta44,SNta45",1
IN21A103,1
"SNta28, SNta40",1
"SNta20,SNta29",1
"SNta28,SNta29",1
"SNta31,SNta34",1
SNch06,1
SNch07,1
IN14A123,1
IN17A055,1
IN03A056,1
IN03A062_g,1
IN16B065,1
INXXX299,1
IN17A045,1
IN00A070,1
IN14A061,1
IN04B082,1
MNad50,1
IN12B068_c,1
IN00A069,1
IN19A123,1
IN07B094_c,1
IN12B066_g,1
IN19A060,1
IN05B055,1
IN23B076,1
IN23B038,1
IN14A102,1
IN14A053,1
IN00A068,1
IN21A088,1
LB3,1
IN19A129,1
IN13A073,1
IN01B088,1
"SNch07,SNch09",1
